id_produto,cod_artigo,des_artigo,des_categoria,des_linha,des_colecao,cod_fornecedor,des_status
210,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
211,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
212,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
213,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
214,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
215,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
216,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
217,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
218,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
219,01.02.30,CALCINHA SEXY LATERAL - 2340,EROTICA,EROTICA,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
220,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
221,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
222,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
223,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
224,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
225,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
226,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
227,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
228,01.02.31,CALCINHA MICRO E RENDA - 2110,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
229,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
230,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
231,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
232,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
233,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
234,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
235,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
236,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
237,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
238,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
239,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,ATIVO
240,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
241,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
242,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
243,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
244,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
245,01.08.81,BLUSA ML TRICO GOLA V - FRB002,VESTUARIO,INDEFINIDA,SEMI-CONTINUO INVERNO,FRAMBOESA TRICOT,INATIVO
246,01.47.31,CASAQUINHO ML TRICO PLUS - FRB016,VESTUARIO,INDEFINIDA,SEMI-CONTINUO INVERNO,FRAMBOESA TRICOT,AGRUPADO
247,01.47.31,CASAQUINHO ML TRICO PLUS - FRB016,VESTUARIO,INDEFINIDA,SEMI-CONTINUO INVERNO,FRAMBOESA TRICOT,AGRUPADO
248,01.47.31,CASAQUINHO ML TRICO PLUS - FRB016,VESTUARIO,INDEFINIDA,SEMI-CONTINUO INVERNO,FRAMBOESA TRICOT,AGRUPADO
249,01.47.31,CASAQUINHO ML TRICO PLUS - FRB016,VESTUARIO,INDEFINIDA,SEMI-CONTINUO INVERNO,FRAMBOESA TRICOT,AGRUPADO
250,01.47.31,CASAQUINHO ML TRICO PLUS - FRB016,VESTUARIO,INDEFINIDA,SEMI-CONTINUO INVERNO,FRAMBOESA TRICOT,AGRUPADO
251,01.02.05,FIO PLUS SIZE - 120188,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,INATIVO
252,01.02.08,CALÇA PLUS SIZE - 120187,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,INATIVO
253,01.02.35,CALCA PLUS SIZE RENDA -220176,UNDERWARE,BASICO,CONTINUO,VI LINGERIE,SALDO
254,05.01.04,CUECA SLIP BAD BOY - BB 1.20,UNDERWARE,MASCULINO,CONTINUO,MASH,FORA DE LINHA
255,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
256,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
257,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
258,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
259,01.02.32,CAL FD RENDA E STRASS - 4200,EROTICA,FASHION,SEMI-CONTINUO,EROSS AFRODITE,AGRUPADO
260,05.01.07,KIT CUECA BEN 10 - 193,UNDERWARE,MASCULINO,CONTINUO,LUPO,INATIVO
261,05.01.07,KIT CUECA BEN 10 - 193,UNDERWARE,MASCULINO,CONTINUO,LUPO,INATIVO
262,05.01.07,KIT CUECA BEN 10 - 193,UNDERWARE,MASCULINO,CONTINUO,LUPO,INATIVO
263,01.02.33,FIO DENTAL DE RENDA - 4100,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
264,01.02.33,FIO DENTAL DE RENDA - 4100,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
265,03.01.06,KIT CALCINHA POLLY 2 UN -235,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
266,03.01.04,KIT CALCINHA BARBIE 2 UN-284,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
267,03.01.04,KIT CALCINHA BARBIE 2 UN-284,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
268,03.01.04,KIT CALCINHA BARBIE 2 UN-284,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
269,03.01.06,KIT CALCINHA POLLY 2 UN -235,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
270,01.04.14,MEIA CALÇA ACRILICO FIO 80 - 5805,UNDERWARE,MEIA,CONTINUO,LUPO,AGRUPADO
271,01.04.16,MEIA CALCA FIO 40 -5830,UNDERWARE,MEIA,CONTINUO,LUPO,AGRUPADO
272,01.04.10,MEIA CALÇA NEWS FIO 15 -5680,UNDERWARE,MEIA,CONTINUO,LUPO,ATIVO
273,01.04.10,MEIA CALÇA NEWS FIO 15 -5680,UNDERWARE,MEIA,CONTINUO,LUPO,ATIVO
274,01.04.10,MEIA CALÇA NEWS FIO 15 -5680,UNDERWARE,MEIA,CONTINUO,LUPO,ATIVO
275,01.04.10,MEIA CALÇA NEWS FIO 15 -5680,UNDERWARE,MEIA,CONTINUO,LUPO,ATIVO
276,01.04.10,MEIA CALÇA NEWS FIO 15 -5680,UNDERWARE,MEIA,CONTINUO,LUPO,ATIVO
277,01.02.33,FIO DENTAL DE RENDA - 4100,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
278,01.02.33,FIO DENTAL DE RENDA - 4100,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
279,01.04.10,MEIA CALÇA NEWS FIO 15 -5680,UNDERWARE,MEIA,CONTINUO,LUPO,ATIVO
280,01.04.10,MEIA CALÇA NEWS FIO 15 -5680,UNDERWARE,MEIA,CONTINUO,LUPO,ATIVO
281,01.04.16,MEIA CALCA FIO 40 -5830,UNDERWARE,MEIA,CONTINUO,LUPO,AGRUPADO
282,01.02.33,FIO DENTAL DE RENDA - 4100,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
283,01.06.07,BERMUDA UP LINE -5695,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
284,01.06.06,SHORT UP LINE - 5690,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
285,01.06.06,SHORT UP LINE - 5690,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
286,01.02.33,FIO DENTAL DE RENDA - 4100,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,INATIVO
287,01.04.14,MEIA CALÇA ACRILICO FIO 80 - 5805,UNDERWARE,MEIA,CONTINUO,LUPO,AGRUPADO
288,01.04.14,MEIA CALÇA ACRILICO FIO 80 - 5805,UNDERWARE,MEIA,CONTINUO,LUPO,AGRUPADO
289,01.04.14,MEIA CALÇA ACRILICO FIO 80 - 5805,UNDERWARE,MEIA,CONTINUO,LUPO,AGRUPADO
290,03.01.05,KIT CALCINHA POOH 2 UN -260,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
291,03.01.05,KIT CALCINHA POOH 2 UN -260,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
292,01.02.34,CALECON DE RENDA - 4300,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,SALDO
293,01.06.08,BERMUDA SLIM -5696,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
294,01.06.08,BERMUDA SLIM -5696,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
295,01.06.08,BERMUDA SLIM -5696,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
296,01.02.34,CALECON DE RENDA - 4300,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,SALDO
297,01.06.05,SHORT SLIM -5694,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
298,01.06.05,SHORT SLIM -5694,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
299,01.06.05,SHORT SLIM -5694,UNDERWARE,SHAPEWARE,CONTINUO,LUPO,ATIVO
300,03.01.03,KIT CALCINHA PRINCESAS 2 UN- 222,UNDERWARE,INDEFINIDA,CONTINUO,LUPO,INATIVO
301,01.02.34,CALECON DE RENDA - 4300,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,SALDO
302,01.02.34,CALECON DE RENDA - 4300,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,SALDO
303,01.02.34,CALECON DE RENDA - 4300,UNDERWARE,RENDA,SEMI-CONTINUO,EROSS AFRODITE,SALDO
304,01.08.46,BLUSA C/ MANGA DYSNEI - BLDYPA01,VESTUARIO,INDEFINIDA,VERAO - 2013,CATIVA,INATIVO
305,01.08.46,BLUSA C/ MANGA DYSNEI - BLDYPA01,VESTUARIO,INDEFINIDA,VERAO - 2013,CATIVA,INATIVO
306,01.15.04,VESTIDO CINTO FINO - VEVEPM02,VESTUARIO,INDEFINIDA,VERAO - 2013,CATIVA,INATIVO
307,01.15.05,VESTIDO VERAO - VEVEPM03,VESTUARIO,INDEFINIDA,VERAO - 2013,CATIVA,INATIVO
308,01.16.05,REGATA ESTAMPADA BOTOES - RGPM01,VESTUARIO,INDEFINIDA,VERAO - 2013,CATIVA,INATIVO
309,01.01.22,SOT BS ONCA RENDA - 402339,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
310,01.01.22,SOT BS ONCA RENDA - 402339,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
311,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
312,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
313,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
314,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
315,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
316,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
317,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
318,00.00.10,"GENERICO 1,99",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
319,00.00.11,"GENERICO 2,50",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
320,00.00.12,"GENERICO 2,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
321,00.00.14,"GENERICO 3,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
322,00.00.15,"GENERICO 4,50",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
323,00.00.16,"GENERICO 4,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
324,00.00.17,"GENERICO 5,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
325,00.00.18,"GENERICO 6,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
326,00.00.19,"GENERICO 7,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
327,00.00.20,"GENERICO 8,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
328,00.00.21,"GENERICO 9,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
329,00.00.22,"GENERICO 10,00",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
330,00.00.24,"GENERICO 11,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
331,00.00.25,"GENERICO 12,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
332,00.00.26,"GENERICO 13,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
333,00.00.27,"GENERICO 14,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
334,00.00.28,"GENERICO 15,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
335,00.00.29,"GENERICO 16,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
336,00.00.30,"GENERICO 17,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
337,00.00.31,"GENERICO 18,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
338,00.00.35,"GENERICO 23,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
339,00.00.36,"GENERICO 24,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
340,00.00.37,"GENERICO 25,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
341,00.00.38,"GENERICO 26,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
342,00.00.39,"GENERICO 27,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
343,00.00.40,"GENERICO 28,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
344,00.00.41,"GENERICO 29,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
345,00.00.42,"GENERICO 31,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
346,00.00.44,"GENERICO 35,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
347,00.00.45,"GENERICO 37,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
348,00.00.46,"GENERICO 39,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
349,00.00.47,"GENERICO 49,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
350,00.00.48,"GENERICO 59,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
351,00.00.49,"GENERICO 69,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
352,00.00.50,"GENERICO 79,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
353,00.00.51,"GENERICO 89,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
354,00.00.6,"GENERICO 1,90",UNDERWARE,INDEFINIDA,INDEFINIDA,ND,INATIVO
355,01.12.21,BERMUDOLL REGATA PV CONFORTO - 2324R,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,AGRUPADO
356,01.12.21,BERMUDOLL REGATA PV CONFORTO - 2324R,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,AGRUPADO
357,01.12.21,BERMUDOLL REGATA PV CONFORTO - 2324R,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,AGRUPADO
358,01.12.22,BERMUDOLL CAMISA PV CONFORTO - 2324C,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
359,01.12.22,BERMUDOLL CAMISA PV CONFORTO - 2324C,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
360,01.12.22,BERMUDOLL CAMISA PV CONFORTO - 2324C,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
361,01.12.23,SHORTDOLL ALCA PV JOVEM - 2302,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
362,01.12.23,SHORTDOLL ALCA PV JOVEM - 2302,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
363,01.13.08,CAMISOLA MANGUINHA PV CONFORTO - 5301MC,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
364,01.13.08,CAMISOLA MANGUINHA PV CONFORTO - 5301MC,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
365,01.13.08,CAMISOLA MANGUINHA PV CONFORTO - 5301MC,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
366,01.13.08,CAMISOLA MANGUINHA PV CONFORTO - 5301MC,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
367,01.01.22,SOT BS ONCA RENDA - 402339,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
368,01.01.22,SOT BS ONCA RENDA - 402339,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
369,01.01.22,SOT BS ONCA RENDA - 402339,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
370,01.01.22,SOT BS ONCA RENDA - 402339,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
371,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
372,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
373,01.01.23,SOT BS FULL RENDA - 402368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,AGRUPADO
374,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
375,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,ATIVO
376,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,AGRUPADO
377,01.01.24,CAL BIQ RENDA - 502368,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
378,01.01.25,SOT BS PEROLA ALCA - 402334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
379,01.01.25,SOT BS PEROLA ALCA - 402334,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
380,01.01.27,SOT BS SEMI RENDA - 402409,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
381,01.01.27,SOT BS SEMI RENDA - 402409,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
382,01.01.27,SOT BS SEMI RENDA - 402409,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
383,01.01.28,SOT PU SEMI RENDA - 402412,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
384,01.01.30,SOT BS POA RENDA - 402391,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,SALDO
385,01.01.31,SOT BS SEMI RENDA DET - 402371,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
386,01.01.31,SOT BS SEMI RENDA DET - 402371,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
387,01.01.31,SOT BS SEMI RENDA DET - 402371,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
388,01.01.32,SOT PU RENDA LISO - 401060,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
389,01.01.32,SOT PU RENDA LISO - 401060,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
390,01.01.33,SOT PU SEMI RENDA - 402307,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
391,01.01.33,SOT PU SEMI RENDA - 402307,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
392,01.01.34,SOT PU RENDA ALCA - 402387,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
393,01.01.34,SOT PU RENDA ALCA - 402387,UNDERWARE,RENDA,SEMI-CONTINUO,CLASS,INATIVO
394,01.13.08,CAMISOLA MANGUINHA PV CONFORTO - 5301MC,LINHA NOITE,INDEFINIDA,VERAO - 2015,LU MODAS,INATIVO
395,01.13.09,CAMISOLA BOJO C/ CALCA FIO - 2210,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
396,01.13.09,CAMISOLA BOJO C/ CALCA FIO - 2210,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
397,01.13.11,CAMISOLA ANIMAL RENDA - ARIANA01,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
398,01.13.11,CAMISOLA ANIMAL RENDA - ARIANA01,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
399,01.13.11,CAMISOLA ANIMAL RENDA - ARIANA01,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
400,01.13.11,CAMISOLA ANIMAL RENDA - ARIANA01,LINHA NOITE,INDEFINIDA,VERAO - 2014,LU MODAS,INATIVO
401,02.01.13,MEIA SOCIAL -  231.03,UNDERWARE,INDEFINIDA,CONTINUO,MASH,FORA DE LINHA
402,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
403,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
404,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
405,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
406,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
407,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
408,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
409,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
410,01.02.15,CALCINHA SENHORA - 5001,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
411,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
412,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
413,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
414,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
415,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
416,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
417,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
418,01.02.16,BIQUINE MAIOR - 5063,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
419,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
420,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
421,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
422,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
423,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
424,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
425,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
426,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
427,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
428,01.02.17,CALCINHA ALGODAO - 5122,UNDERWARE,BASICO,CONTINUO,DIVA DONNA,ATIVO
